trial , dir , samp , waittime , time , frame , xB , yB , zB , distB_t1, distB_t2 , hitB_t1 , hitB_t2 , XA , YA , ZA , XAsc , YAsc , ZAsc , distA_t1, distA_t2 , hitA_t1 , hitA_t2
  1.00000,   1.00000,   9.00000,   1.00000,   0.01629, 1070.00000,  -0.10726,   3.75613, -11.34017,  22.25138,  22.78746,   0.00000,   0.00000,   0.00064,   0.00001,  -0.00018, 507.93754, 713.96399,  10.00018, 533.25271, 519.52027,   0.00000,   0.00000, 
  1.00000,   1.00000,   9.00000,   1.00000,   0.03299, 1077.00000,  -0.10834,   3.75630, -11.34115,  22.25141,  22.78801,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   1.00000,   9.00000,   1.00000,   0.05944, 1084.00000,  -0.10917,   3.75636, -11.34211,  22.25159,  22.78859,   0.00000,   0.00000,   0.00160,  -0.00012,   0.00023, 507.90477, 713.96763,   9.99977, 533.26990, 519.51359,   0.00000,   0.00000, 
  1.00000,   1.00000,   9.00000,   1.00000,   0.07688, 1088.00000,  -0.10903,   3.75657, -11.34216,  22.25147,  22.78839,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   1.00000,   9.00000,   1.00000,   0.07953, 1089.00000,  -0.10916,   3.75653, -11.34213,  22.25145,  22.78844,   0.00000,   0.00000,   0.00321,  -0.00029,  -0.00004, 507.84952, 713.97218,  10.00004, 533.29745, 519.50080,   0.00000,   0.00000, 
  1.00000,   1.00000,   9.00000,   1.00000,   0.08368, 1090.00000,  -0.10921,   3.75661, -11.34204,  22.25133,  22.78834,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   1.00000,   9.00000,   1.00000,   0.08788, 1091.00000,  -0.10917,   3.75669, -11.34195,  22.25124,  22.78823,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   1.00000,   9.00000,   1.00000,   0.09204, 1092.00000,  -0.10924,   3.75667, -11.34188,  22.25121,  22.78823,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   1.00000,   9.00000,   1.00000,   0.09635, 1093.00000,  -0.10928,   3.75664, -11.34181,  22.25118,  22.78823,   0.00000,   0.00000,   0.00481,  -0.00082,  -0.00078, 507.79493, 713.98615,  10.00078, 533.33325, 519.49719,   0.00000,   0.00000, 
  1.00000,   1.00000,   9.00000,   1.00000,   0.10041, 1094.00000,  -0.10935,   3.75661, -11.34171,  22.25116,  22.78824,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   1.00000,   9.00000,   1.00000,   0.10451, 1095.00000,  -0.10932,   3.75657, -11.34158,  22.25114,  22.78821,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   1.00000,   9.00000,   1.00000,   0.10860, 1096.00000,  -0.10942,   3.75653, -11.34139,  22.25106,  22.78818,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
