trial , dir , samp , waittime , time , frame , xB , yB , zB , distB_t1, distB_t2 , hitB_t1 , hitB_t2 , XA , YA , ZA , XAsc , YAsc , ZAsc , distA_t1, distA_t2 , hitA_t1 , hitA_t2,
9,1,3,1,0.13064,6116,0.05948,3.6108,-11.27563,22.91281,22.9575,0,0,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
9,1,3,1,0.13489,6117,0.06096,3.61048,-11.27554,22.91338,22.9574,0,0,0.01495,-0.0046,0.00199,504.7621,703.09374,9.99801,528.69315,512.64984,0,0, 
9,1,3,1,0.13905,6118,0.06205,3.61034,-11.27526,22.91362,22.95714,0,0,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
9,1,3,1,0.14314,6119,0.06355,3.61039,-11.27487,22.91375,22.95658,0,0,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
9,1,3,1,0.14742,6120,0.06455,3.60989,-11.27459,22.91429,22.95666,0,0,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
9,1,3,1,0.15158,6121,0.06579,3.60983,-11.27403,22.91437,22.95618,0,0,0.01594,-0.00463,0.00277,504.72924,703.09445,9.99723,528.70742,512.64047,0,0, 
9,1,3,1,0.15565,6122,0.06695,3.60971,-11.27352,22.91452,22.95579,0,0,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
9,1,3,1,0.15993,6123,0.06765,3.60936,-11.27299,22.91474,22.95569,0,0,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
9,1,3,1,0.16404,6124,0.06888,3.60941,-11.27239,22.91472,22.95511,0,0,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
9,1,3,1,0.16823,6125,0.0699,3.60896,-11.272,22.91517,22.95508,0,0,0.01599,-0.00469,0.00391,504.72735,703.0961,9.99609,528.7097,512.64145,0,0, 
9,1,3,1,0.17241,6126,0.07056,3.60867,-11.27162,22.91541,22.95502,0,0,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
9,1,3,1,0.17652,6127,0.07108,3.6083,-11.27137,22.91574,22.95511,0,0,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
9,1,3,1,0.18063,6128,0.07157,3.60779,-11.27127,22.91624,22.95539,0,0,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
9,1,3,1,0.18489,6129,0.07184,3.60753,-11.27125,22.91653,22.95555,0,0,0.01585,-0.0045,0.00534,504.73193,703.09096,9.99466,528.70313,512.63796,0,0, 
9,1,3,1,0.18898,6130,0.07129,3.60684,-11.27148,22.9171,22.95637,0,0,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
9,1,3,1,0.19313,6131,0.07149,3.60625,-11.27173,22.91778,22.95695,0,0,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
9,1,3,1,0.19741,6132,0.07123,3.60567,-11.27207,22.91837,22.95767,0,0,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
9,1,3,1,0.2015,6133,0.07058,3.60492,-11.27251,22.91907,22.95866,0,0,0.01614,-0.00462,0.00717,504.72256,703.09411,9.99283,528.70988,512.6381,0,0, 
9,1,3,1,0.20567,6134,0.07,3.60424,-11.27292,22.91971,22.95957,0,0,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
9,1,3,1,0.20977,6135,0.06962,3.60396,-11.27322,22.92001,22.96003,0,0,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
9,1,3,1,0.214,6136,0.06926,3.60346,-11.27353,22.9205,22.96069,0,0,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
9,1,3,1,0.21818,6137,0.06896,3.60305,-11.27366,22.92085,22.96117,0,0,0.0165,-0.00463,0.00867,504.71046,703.09438,9.99133,528.71515,512.63466,0,0, 
9,1,3,1,0.22238,6138,0.06863,3.60244,-11.27372,22.92133,22.9618,0,0,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
9,1,3,1,0.22656,6139,0.06889,3.60209,-11.27351,22.92161,22.96196,0,0,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
9,1,3,1,0.23071,6140,0.06912,3.60159,-11.27327,22.92199,22.96223,0,0,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
9,1,3,1,0.23489,6141,0.06938,3.60119,-11.27281,22.92221,22.96232,0,0,0.0172,-0.00428,0.01018,504.68717,703.08515,9.98982,528.71641,512.61875,0,0, 
9,1,3,1,0.23904,6142,0.06998,3.60095,-11.27216,22.92226,22.96211,0,0,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
9,1,3,1,0.24316,6143,0.07055,3.60037,-11.27145,22.92259,22.96217,0,0,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
9,1,3,1,0.24739,6144,0.07209,3.59995,-11.27042,22.92286,22.96172,0,0,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
9,1,3,1,0.25155,6145,0.07344,3.59941,-11.26915,22.92308,22.96133,0,0,0.01856,-0.00366,0.01115,504.64224,703.06886,9.98885,528.72022,512.58951,0,0, 
9,1,3,1,0.25567,6146,0.0747,3.59888,-11.26778,22.92324,22.9609,0,0,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
9,1,3,1,0.25985,6147,0.07621,3.59856,-11.26622,22.92319,22.96015,0,0,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
9,1,3,1,0.26398,6148,0.07747,3.59833,-11.26464,22.92298,22.95936,0,0,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
9,1,3,1,0.26821,6149,0.07904,3.5979,-11.26302,22.92301,22.95866,0,0,0.0198,-0.00365,0.01188,504.60109,703.06865,9.98812,528.73711,512.57674,0,0, 
9,1,3,1,0.27238,6150,0.08089,3.59725,-11.26133,22.92326,22.95807,0,0,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
9,1,3,1,0.27653,6151,0.08257,3.5971,-11.2594,22.92294,22.95697,0,0,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
9,1,3,1,0.28066,6152,0.08394,3.5969,-11.25755,22.92263,22.95603,0,0,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
9,1,3,1,0.28494,6153,0.08571,3.59646,-11.2558,22.92265,22.95524,0,0,0.02094,-0.00383,0.01203,504.56315,703.07335,9.98797,528.75713,512.56962,0,0, 
9,1,3,1,0.28904,6154,0.08722,3.59606,-11.25414,22.92263,22.95451,0,0,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
9,1,3,1,0.29321,6155,0.0886,3.59549,-11.2527,22.92281,22.95405,0,0,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
9,1,3,1,0.29742,6156,0.09029,3.59475,-11.2513,22.92323,22.9537,0,0,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
9,1,3,1,0.30153,6157,0.09121,3.59427,-11.24994,22.92327,22.95331,0,0,0.02221,-0.00363,0.01203,504.52101,703.06803,9.98797,528.76978,512.55168,0,0, 
9,1,3,1,0.3057,6158,0.09261,3.5938,-11.2485,22.92338,22.95277,0,0,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
9,1,3,1,0.3099,6159,0.09369,3.59317,-11.24708,22.92356,22.95245,0,0,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
9,1,3,1,0.31399,6160,0.09493,3.59256,-11.24572,22.92379,22.95211,0,0,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
9,1,3,1,0.31817,6161,0.09628,3.59184,-11.24443,22.92417,22.95187,0,0,0.02278,-0.00377,0.01235,504.50216,703.07183,9.98765,528.78105,512.54954,0,0, 
9,1,3,1,0.32243,6162,0.09773,3.59153,-11.24316,22.92422,22.95124,0,0,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
9,1,3,1,0.32657,6163,0.09891,3.59123,-11.24195,22.92423,22.95071,0,0,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
9,1,3,1,0.33068,6164,0.10045,3.59081,-11.24086,22.92447,22.95024,0,0,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
9,1,3,1,0.33492,6165,0.10157,3.59032,-11.23987,22.92472,22.94998,0,0,0.02217,-0.00347,0.01259,504.52245,703.06377,9.98741,528.76531,512.54807,0,0, 
9,1,3,1,0.33901,6166,0.10286,3.5899,-11.23886,22.92495,22.94961,0,0,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
9,1,3,1,0.34312,6167,0.10401,3.58946,-11.23777,22.92512,22.94925,0,0,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
9,1,3,1,0.34741,6168,0.10495,3.58927,-11.2366,22.92499,22.94869,0,0,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
9,1,3,1,0.3515,6169,0.10624,3.5888,-11.23561,22.92527,22.94837,0,0,0.0206,-0.0007,0.01202,504.5744,702.99073,9.98798,528.67729,512.49439,0,0, 
9,1,3,1,0.35574,6170,0.10764,3.58851,-11.2344,22.92531,22.94777,0,0,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
9,1,3,1,0.35986,6171,0.10856,3.58858,-11.23311,22.9249,22.94694,0,0,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
9,1,3,1,0.36405,6172,0.10946,3.58834,-11.23188,22.92479,22.9464,0,0,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
9,1,3,1,0.36815,6173,0.11035,3.58824,-11.23067,22.92456,22.94576,0,0,0.04573,0.03516,-0.03055,503.74096,702.04473,10.03055,528.16378,511.33923,0,0, 
9,1,3,1,0.37236,6174,0.11094,3.58795,-11.22957,22.92447,22.9454,0,0,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
9,1,3,1,0.37656,6175,0.11165,3.58785,-11.2284,22.92422,22.94482,0,0,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
9,1,3,1,0.38063,6176,0.11208,3.58797,-11.22729,22.92373,22.94414,0,0,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
9,1,3,1,0.3849,6177,0.11239,3.58785,-11.22644,22.92354,22.9438,0,0,0.05253,0.30867,-0.195,503.51514,694.82906,10.195,521.70959,504.40152,0,0, 
9,1,3,1,0.38899,6178,0.11282,3.58768,-11.22567,22.92346,22.94351,0,0,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
9,1,3,1,0.39319,6179,0.11293,3.58752,-11.22518,22.92341,22.94341,0,0,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
9,1,3,1,0.39738,6180,0.11273,3.58734,-11.2249,22.92341,22.9435,0,0,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
9,1,3,1,0.40152,6181,0.11263,3.58732,-11.22466,22.9233,22.94344,0,0,0.14987,0.95398,-0.54755,500.28602,677.80451,10.54755,507.7457,487.2156,0,0, 
9,1,3,1,0.40561,6182,0.11238,3.58709,-11.22477,22.92349,22.94374,0,0,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
9,1,3,1,0.4099,6183,0.11198,3.58694,-11.22498,22.92362,22.94406,0,0,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
9,1,3,1,0.41401,6184,0.11171,3.58676,-11.22542,22.92391,22.94447,0,0,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
9,1,3,1,0.41824,6185,0.11116,3.58662,-11.22606,22.92418,22.94499,0,0,0.4664,1.93647,-1.09447,489.7854,651.88464,11.09447,489.54804,459.31611,0,0, 
9,1,3,1,0.42244,6186,0.11031,3.58642,-11.22685,22.9245,22.9457,0,0,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
9,1,3,1,0.42649,6187,0.10964,3.58625,-11.22784,22.92493,22.94644,0,0,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
9,1,3,1,0.43062,6188,0.10882,3.58624,-11.22894,22.92523,22.94711,0,0,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
9,1,3,1,0.43492,6189,0.10802,3.58603,-11.23041,22.92586,22.94812,0,0,0.87542,3.23014,-1.72961,476.21677,617.75526,11.72961,466.92478,422.67166,0,0, 
9,1,3,1,0.43898,6190,0.10739,3.58596,-11.23201,22.92647,22.94902,0,0,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
9,1,3,1,0.44319,6191,0.10653,3.58574,-11.23372,22.9272,22.95015,0,0,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
9,1,3,1,0.44742,6192,0.10594,3.58545,-11.23536,22.92803,22.95125,0,0,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
9,1,3,1,0.45158,6193,0.10518,3.58557,-11.23678,22.92836,22.95194,0,0,1.21439,4.92274,-2.3656,464.97169,573.10141,12.3656,436.31166,376.72138,0,0, 
9,1,3,1,0.45564,6194,0.1046,3.58576,-11.23826,22.92869,22.95254,0,0,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
9,1,3,1,0.45985,6195,0.1042,3.58587,-11.23967,22.92912,22.95316,0,0,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
9,1,3,1,0.464,6196,0.10371,3.58579,-11.24106,22.92968,22.95394,0,0,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
9,1,3,1,0.46818,6197,0.10365,3.58599,-11.2423,22.93002,22.95432,0,0,1.55505,6.88572,-3.00625,453.67066,521.31422,13.00625,403.31991,324.02884,0,0, 
9,1,3,1,0.47243,6198,0.10294,3.5861,-11.24354,22.9303,22.95492,0,0,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
9,1,3,1,0.47655,6199,0.10299,3.58629,-11.24473,22.93065,22.95526,0,0,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
9,1,3,1,0.4807,6200,0.10211,3.5863,-11.24595,22.93097,22.95599,0,0,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
9,1,3,1,0.48487,6201,0.10193,3.58661,-11.24713,22.93117,22.95627,0,0,1.9634,8.88094,-3.63279,440.12408,468.67672,13.63279,376.07837,269.88651,0,0, 
9,1,3,1,0.48903,6202,0.10129,3.58677,-11.24835,22.93141,22.95681,0,0,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
9,1,3,1,0.49313,6203,0.10096,3.58678,-11.24965,22.93188,22.95744,0,0,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
9,1,3,1,0.49737,6204,0.10032,3.58691,-11.25103,22.93222,22.95808,0,0,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
9,1,3,1,0.50152,6205,0.10006,3.58733,-11.2522,22.93229,22.95828,0,0,2.42571,10.74852,-4.25677,424.78742,419.40653,14.25677,358.46549,218.3537,0,0, 
9,1,3,1,0.50563,6206,0.09954,3.58731,-11.25356,22.93277,22.959,0,0,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
9,1,3,1,0.50994,6207,0.09864,3.58742,-11.25488,22.93305,22.95969,0,0,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
9,1,3,1,0.51403,6208,0.09794,3.58729,-11.25626,22.9336,22.96057,0,0,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
9,1,3,1,0.51814,6209,0.09723,3.58765,-11.25756,22.93368,22.96098,0,0,2.90433,12.45657,-4.94361,408.9098,374.34501,14.94361,349.98691,170.58967,0,0, 
9,1,3,1,0.52242,6210,0.0968,3.58755,-11.25902,22.9343,22.9618,0,0,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
9,1,3,1,0.52649,6211,0.09621,3.58783,-11.26048,22.93455,22.96232,0,0,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
9,1,3,1,0.53063,6212,0.09542,3.58748,-11.26224,22.93544,22.96358,0,0,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
9,1,3,1,0.53491,6213,0.09502,3.5875,-11.26414,22.93615,22.96448,0,0,3.37436,13.97986,-5.67799,393.31706,334.15767,15.67799,349.18556,127.48406,0,0, 
9,1,3,1,0.53904,6214,0.09452,3.58759,-11.26602,22.93677,22.96534,0,0,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
9,1,3,1,0.54323,6215,0.09434,3.58754,-11.268,22.93763,22.96628,0,0,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
9,1,3,1,0.54743,6216,0.09413,3.58795,-11.26979,22.93799,22.96675,0,0,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
9,1,3,1,0.55152,6217,0.09425,3.58821,-11.27137,22.93847,22.96718,0,0,3.80544,15.2882,-6.44579,379.01619,299.64119,16.44579,353.61276,90.14508,0,0, 
9,1,3,1,0.55567,6218,0.09467,3.5888,-11.27256,22.93856,22.96709,0,0,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
9,1,3,1,0.55979,6219,0.09589,3.58954,-11.27298,22.93836,22.96634,0,0,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
9,1,3,1,0.56401,6220,0.0981,3.59106,-11.27241,22.93728,22.96425,0,0,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
9,1,3,1,0.56814,6221,0.10134,3.59279,-11.2709,22.93584,22.96133,0,0,4.17482,16.34853,-7.27172,366.76237,271.66783,17.27172,360.67384,59.69312,0,0, 
9,1,3,1,0.5724,6222,0.10611,3.59544,-11.26816,22.93341,22.95673,0,0,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
9,1,3,1,0.57649,6223,0.11266,3.59897,-11.26351,22.92979,22.95012,0,0,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
9,1,3,1,0.58059,6224,0.12205,3.60454,-11.25531,22.9235,22.93954,0,0,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
9,1,3,1,0.58476,6225,0.13224,3.6111,-11.24448,22.91539,22.92676,0,0,4.49808,17.12393,-8.15037,356.0387,251.21125,18.15037,369.11897,37.0928,0,1, 
9,1,3,1,0.58907,6226,0.14885,3.62064,-11.22723,22.90338,22.90713,0,0,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
9,1,3,1,0.59318,6227,0.18399,3.63937,-11.1991,22.8829,22.87052,0,0,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
9,1,3,1,0.59727,6228,0.23671,3.66835,-11.16502,22.85504,22.81844,0,0,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
9,1,3,1,0.60154,6229,0.29573,3.71721,-11.12031,22.80691,22.74306,0,0,4.80263,17.58518,-9.0594,345.93568,239.04279,19.0594,378.44826,24.13125,0,1, 
9,1,3,1,0.60566,6230,0.35537,3.79877,-11.05338,22.72116,22.62949,0,0,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
9,1,3,1,0.60977,6231,0.41927,3.92381,-10.95563,22.58572,22.46376,0,0,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
9,1,3,1,0.61404,6232,0.48268,4.09322,-10.82727,22.39903,22.24625,0,0,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
9,1,3,1,0.61817,6233,0.54385,4.30408,-10.67459,22.16605,21.98262,0,0,5.09086,17.7837,-9.91972,336.37366,233.80532,19.91972,387.80607,22.1091,0,1, 
9,1,3,1,0.62243,6234,0.60536,4.55246,-10.50455,21.89399,21.6787,0,0,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
9,1,3,1,0.62655,6235,0.66563,4.83433,-10.32249,21.58839,21.34066,0,0,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
9,1,3,1,0.63064,6236,0.72522,5.14564,-10.13302,21.255,20.97389,0,0,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
9,1,3,1,0.63491,6237,0.7823,5.48425,-9.93813,20.89615,20.58149,0,0,5.31989,17.81633,-10.63798,328.77582,232.94453,20.63798,395.37569,26.29781,0,1, 
9,1,3,1,0.63902,6238,0.83642,5.85072,-9.73876,20.51178,20.16351,0,0,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
9,1,3,1,0.64312,6239,0.88951,6.24853,-9.53506,20.09966,19.71652,0,0,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
9,1,3,1,0.64741,6240,0.94228,6.6804,-9.32826,19.65844,19.23854,0,0,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
9,1,3,1,0.65156,6241,0.9956,7.14928,-9.11889,19.18646,18.72709,0,0,5.32763,18.05275,-10.92159,328.5192,226.70721,20.92159,395.50882,22.72797,0,1, 
9,1,3,1,0.65566,6242,1.05293,7.65518,-8.90883,18.68613,18.18223,0,0,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
9,1,3,1,0.65987,6243,1.11639,8.19643,-8.69851,18.16058,17.60523,0,0,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
9,1,3,1,0.66398,6244,1.18768,8.76783,-8.48896,17.6163,17.00082,0,0,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
9,1,3,1,0.6682,6245,1.26373,9.36218,-8.28118,17.05988,16.37666,0,0,5.35771,18.31297,-10.87056,327.52142,219.84217,20.87056,396.48445,21.04326,0,1, 
9,1,3,1,0.67238,6246,1.34359,9.9713,-8.07691,16.49971,15.74105,0,0,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
9,1,3,1,0.67649,6247,1.4246,10.58972,-7.878,15.94116,15.10047,0,0,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
9,1,3,1,0.6806,6248,1.50648,11.21044,-7.68661,15.39177,14.46226,0,0,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
9,1,3,1,0.68479,6249,1.58807,11.824,-7.50416,14.86015,13.83577,0,0,5.37166,18.3314,-10.87449,327.05851,219.35607,20.87449,396.9503,21.38975,0,1, 
9,1,3,1,0.689,6250,1.67272,12.42379,-7.3313,14.35404,13.2262,0,0,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
9,1,3,1,0.69318,6251,1.74875,12.98056,-7.17295,13.89292,12.66385,0,0,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
9,1,3,1,0.69738,6252,1.79907,13.47615,-7.03074,13.48116,12.1696,0,0,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
9,1,3,1,0.70148,6253,1.9076,14.0226,-6.85832,13.05744,11.60326,0,0,5.37455,18.27777,-10.90102,326.9627,220.77091,20.90102,397.0392,21.81447,0,1, 
9,1,3,1,0.70563,6254,2.0134,14.60569,-6.68793,12.61945,11.01065,0,0,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
9,1,3,1,0.70992,6255,2.10523,15.18149,-6.5396,12.2031,10.44222,0,0,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
9,1,3,1,0.71401,6256,2.21624,15.74351,-6.40847,11.83094,9.89122,0,0,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
9,1,3,1,0.71819,6257,2.35311,16.28786,-6.2836,11.50735,9.3532,0,0,5.34775,18.13017,-10.92594,327.85188,224.66487,20.92594,396.15709,22.34629,0,1, 
9,1,3,1,0.72227,6258,2.49445,16.81149,-6.16331,11.22151,8.83672,0,0,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
