trial , dir , samp , waittime , time , frame , xB , yB , zB , distB_t1, distB_t2 , hitB_t1 , hitB_t2 , XA , YA , ZA , XAsc , YAsc , ZAsc , distA_t1, distA_t2 , hitA_t1 , hitA_t2
  1.00000,   2.00000,   3.00000,   1.00000,   0.01629, 1394.00000,  -0.12993,   3.76303, -10.38517,  22.36283,  22.22867,   0.00000,   0.00000,  -0.00017,   0.00010,   0.00060, 506.23899, 702.95592,   9.99940, 523.82289, 514.87512,   0.00000,   0.00000, 
  1.00000,   2.00000,   3.00000,   1.00000,   0.03326, 1402.00000,  -0.12965,   3.76303, -10.38481,  22.36275,  22.22845,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   3.00000,   1.00000,   0.06010, 1408.00000,  -0.12966,   3.76294, -10.38475,  22.36281,  22.22851,   0.00000,   0.00000,  -0.00015,   0.00013,   0.00061, 506.23829, 702.95525,   9.99939, 523.82257, 514.87426,   0.00000,   0.00000, 
  1.00000,   2.00000,   3.00000,   1.00000,   0.07762, 1412.00000,  -0.12980,   3.76294, -10.38478,  22.36279,  22.22856,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   3.00000,   1.00000,   0.07921, 1413.00000,  -0.12984,   3.76297, -10.38478,  22.36276,  22.22854,   0.00000,   0.00000,   0.00062,   0.00027,   0.00039, 506.21274, 702.95145,   9.99961, 523.82979, 514.86279,   0.00000,   0.00000, 
  1.00000,   2.00000,   3.00000,   1.00000,   0.08212, 1414.00000,  -0.12984,   3.76296, -10.38480,  22.36277,  22.22856,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   3.00000,   1.00000,   0.08636, 1415.00000,  -0.12988,   3.76300, -10.38479,  22.36272,  22.22853,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   3.00000,   1.00000,   0.09048, 1416.00000,  -0.12989,   3.76300, -10.38480,  22.36272,  22.22853,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   3.00000,   1.00000,   0.09464, 1417.00000,  -0.12984,   3.76301, -10.38480,  22.36272,  22.22851,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   3.00000,   1.00000,   0.09884, 1418.00000,  -0.12984,   3.76302, -10.38480,  22.36272,  22.22851,   0.00000,   0.00000,   0.00152,   0.00045,   0.00030, 506.18276, 702.94687,   9.99970, 523.83815, 514.84922,   0.00000,   0.00000, 
  1.00000,   2.00000,   3.00000,   1.00000,   0.10300, 1419.00000,  -0.12984,   3.76301, -10.38480,  22.36273,  22.22851,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   3.00000,   1.00000,   0.10706, 1420.00000,  -0.12985,   3.76299, -10.38480,  22.36274,  22.22854,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   3.00000,   1.00000,   0.11146, 1421.00000,  -0.12984,   3.76300, -10.38479,  22.36273,  22.22852,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   3.00000,   1.00000,   0.11552, 1422.00000,  -0.12986,   3.76298, -10.38477,  22.36274,  22.22854,   0.00000,   0.00000,   0.00217,   0.00030,   0.00049, 506.16130, 702.95075,   9.99951, 523.85064, 514.84632,   0.00000,   0.00000, 
  1.00000,   2.00000,   3.00000,   1.00000,   0.11958, 1423.00000,  -0.12984,   3.76301, -10.38473,  22.36270,  22.22849,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   3.00000,   1.00000,   0.12390, 1424.00000,  -0.12978,   3.76301, -10.38469,  22.36270,  22.22846,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   3.00000,   1.00000,   0.12796, 1425.00000,  -0.12972,   3.76298, -10.38465,  22.36272,  22.22845,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   3.00000,   1.00000,   0.13215, 1426.00000,  -0.12970,   3.76307, -10.38453,  22.36259,  22.22831,   0.00000,   0.00000,   0.00158,   0.00014,   0.00094, 506.18094, 702.95489,   9.99906, 523.84620, 514.85629,   0.00000,   0.00000, 
  1.00000,   2.00000,   3.00000,   1.00000,   0.13636, 1427.00000,  -0.12981,   3.76296, -10.38449,  22.36265,  22.22843,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   3.00000,   1.00000,   0.14047, 1428.00000,  -0.12979,   3.76292, -10.38442,  22.36266,  22.22842,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   3.00000,   1.00000,   0.14459, 1429.00000,  -0.12978,   3.76295, -10.38432,  22.36260,  22.22836,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   3.00000,   1.00000,   0.14883, 1430.00000,  -0.12970,   3.76294, -10.38423,  22.36259,  22.22831,   0.00000,   0.00000,  -0.00011,   0.00012,   0.00107, 506.23708, 702.95553,   9.99893, 523.82333, 514.87415,   0.00000,   0.00000, 
  1.00000,   2.00000,   3.00000,   1.00000,   0.15299, 1431.00000,  -0.12959,   3.76300, -10.38407,  22.36250,  22.22817,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   3.00000,   1.00000,   0.15707, 1432.00000,  -0.12968,   3.76299, -10.38395,  22.36244,  22.22814,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   3.00000,   1.00000,   0.16138, 1433.00000,  -0.12971,   3.76295, -10.38382,  22.36242,  22.22814,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   3.00000,   1.00000,   0.16550, 1434.00000,  -0.12976,   3.76294, -10.38373,  22.36238,  22.22812,   0.00000,   0.00000,  -0.00042,   0.00024,   0.00037, 506.24750, 702.95231,   9.99963, 523.81606, 514.87430,   0.00000,   0.00000, 
  1.00000,   2.00000,   3.00000,   1.00000,   0.16958, 1435.00000,  -0.12968,   3.76285, -10.38367,  22.36246,  22.22816,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   3.00000,   1.00000,   0.17386, 1436.00000,  -0.12957,   3.76288, -10.38357,  22.36241,  22.22806,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   3.00000,   1.00000,   0.17801, 1437.00000,  -0.12953,   3.76277, -10.38354,  22.36251,  22.22814,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   3.00000,   1.00000,   0.18215, 1438.00000,  -0.12941,   3.76273, -10.38347,  22.36254,  22.22811,   0.00000,   0.00000,   0.00038,   0.00002,  -0.00050, 506.22075, 702.95824,  10.00050, 523.83261, 514.87171,   0.00000,   0.00000, 
  1.00000,   2.00000,   3.00000,   1.00000,   0.18631, 1439.00000,  -0.12945,   3.76255, -10.38347,  22.36270,  22.22828,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   3.00000,   1.00000,   0.19051, 1440.00000,  -0.12932,   3.76252, -10.38343,  22.36273,  22.22826,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   3.00000,   1.00000,   0.19462, 1441.00000,  -0.12933,   3.76254, -10.38338,  22.36269,  22.22823,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,   3.00000,   1.00000,   0.19890, 1442.00000,  -0.12939,   3.76250, -10.38337,  22.36272,  22.22827,   0.00000,   0.00000,   0.00149,   0.00031,  -0.00126, 506.18398, 702.95055,  10.00126, 523.84099, 514.85310,   0.00000,   0.00000, 
