trial , dir , samp , waittime , time , frame , xB , yB , zB , distB_t1, distB_t2 , hitB_t1 , hitB_t2 , XA , YA , ZA , XAsc , YAsc , ZAsc , distA_t1, distA_t2 , hitA_t1 , hitA_t2
  1.00000,   1.00000,   2.00000,   1.00000,   0.01629, 1071.00000,   0.73404,   3.92775,  -9.72353,  21.85728,  21.65119,   0.00000,   0.00000,  -0.00218,  -0.00130,   0.00223, 497.51089, 711.01282,   9.99777, 540.07138, 522.59689,   0.00000,   0.00000, 
  1.00000,   1.00000,   2.00000,   1.00000,   0.03322, 1079.00000,   0.73148,   3.92839,  -9.72461,  21.85642,  21.65159,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   1.00000,   2.00000,   1.00000,   0.05994, 1085.00000,   0.72948,   3.92914,  -9.72507,  21.85537,  21.65152,   0.00000,   0.00000,  -0.00424,  -0.00244,   0.00394, 497.58035, 711.04370,   9.99606, 540.07121, 522.64773,   0.00000,   0.00000, 
  1.00000,   1.00000,   2.00000,   1.00000,   0.07765, 1090.00000,   0.72781,   3.92974,  -9.72526,  21.85445,  21.65142,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   1.00000,   2.00000,   1.00000,   0.08080, 1091.00000,   0.72763,   3.92972,  -9.72534,  21.85445,  21.65151,   0.00000,   0.00000,  -0.00632,  -0.00414,   0.00539, 497.65036, 711.08940,   9.99461, 540.08437, 522.71284,   0.00000,   0.00000, 
  1.00000,   1.00000,   2.00000,   1.00000,   0.08488, 1092.00000,   0.72746,   3.92970,  -9.72545,  21.85447,  21.65161,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   1.00000,   2.00000,   1.00000,   0.08915, 1093.00000,   0.72707,   3.92984,  -9.72550,  21.85425,  21.65158,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   1.00000,   2.00000,   1.00000,   0.09330, 1094.00000,   0.72709,   3.92981,  -9.72559,  21.85432,  21.65165,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   1.00000,   2.00000,   1.00000,   0.09741, 1095.00000,   0.72676,   3.92994,  -9.72568,  21.85414,  21.65163,   0.00000,   0.00000,  -0.00761,  -0.00450,   0.00564, 497.69370, 711.09919,   9.99436, 540.07562, 522.73555,   0.00000,   0.00000, 
  1.00000,   1.00000,   2.00000,   1.00000,   0.10159, 1096.00000,   0.72681,   3.93004,  -9.72575,  21.85410,  21.65156,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   1.00000,   2.00000,   1.00000,   0.10586, 1097.00000,   0.72663,   3.93012,  -9.72587,  21.85402,  21.65157,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   1.00000,   2.00000,   1.00000,   0.10992, 1098.00000,   0.72666,   3.93013,  -9.72601,  21.85408,  21.65161,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   1.00000,   2.00000,   1.00000,   0.11412, 1099.00000,   0.72650,   3.93009,  -9.72615,  21.85412,  21.65173,   0.00000,   0.00000,  -0.00735,  -0.00528,   0.00487, 497.68522, 711.12005,   9.99513, 540.09812, 522.75276,   0.00000,   0.00000, 
  1.00000,   1.00000,   2.00000,   1.00000,   0.11829, 1100.00000,   0.72651,   3.93025,  -9.72621,  21.85401,  21.65162,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
