trial , dir , samp , waittime , time , frame , xB , yB , zB , distB_t1, distB_t2 , hitB_t1 , hitB_t2 , XA , YA , ZA , XAsc , YAsc , ZAsc , distA_t1, distA_t2 , hitA_t1 , hitA_t2
  1.00000,   1.00000,   7.00000,   1.00000,   0.01618, 1083.00000,   0.72590,   3.54563,  -9.63745,  22.38441,  22.19252,   0.00000,   0.00000,   0.00047,   0.00008,   0.00027, 495.53200, 709.98542,   9.99973, 540.44676, 520.37559,   0.00000,   0.00000, 
  1.00000,   1.00000,   7.00000,   1.00000,   0.03292, 1091.00000,   0.72609,   3.54614,  -9.63851,  22.38440,  22.19243,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   1.00000,   7.00000,   1.00000,   0.05936, 1097.00000,   0.72711,   3.54621,  -9.63935,  22.38491,  22.19247,   0.00000,   0.00000,   0.00059,   0.00007,   0.00015, 495.52764, 709.98569,   9.99985, 540.44879, 520.37442,   0.00000,   0.00000, 
  1.00000,   1.00000,   7.00000,   1.00000,   0.07682, 1101.00000,   0.72765,   3.54625,  -9.63946,  22.38506,  22.19237,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   1.00000,   7.00000,   1.00000,   0.07842, 1102.00000,   0.72761,   3.54618,  -9.63946,  22.38510,  22.19244,   0.00000,   0.00000,   0.00078,  -0.00003,   0.00021, 495.52118, 709.98845,   9.99979, 540.45395, 520.37492,   0.00000,   0.00000, 
  1.00000,   1.00000,   7.00000,   1.00000,   0.08238, 1103.00000,   0.72758,   3.54622,  -9.63939,  22.38503,  22.19238,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   1.00000,   7.00000,   1.00000,   0.08642, 1104.00000,   0.72757,   3.54619,  -9.63931,  22.38503,  22.19238,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   1.00000,   7.00000,   1.00000,   0.09072, 1105.00000,   0.72752,   3.54606,  -9.63924,  22.38511,  22.19249,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   1.00000,   7.00000,   1.00000,   0.09489, 1106.00000,   0.72727,   3.54596,  -9.63920,  22.38511,  22.19261,   0.00000,   0.00000,   0.00095,   0.00016,   0.00049, 495.51544, 709.98331,   9.99951, 540.45162, 520.36820,   0.00000,   0.00000, 
  1.00000,   1.00000,   7.00000,   1.00000,   0.09889, 1107.00000,   0.72711,   3.54589,  -9.63910,  22.38510,  22.19267,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   1.00000,   7.00000,   1.00000,   0.10321, 1108.00000,   0.72703,   3.54583,  -9.63900,  22.38509,  22.19270,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   1.00000,   7.00000,   1.00000,   0.10740, 1109.00000,   0.72694,   3.54578,  -9.63888,  22.38508,  22.19272,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   1.00000,   7.00000,   1.00000,   0.11148, 1110.00000,   0.72663,   3.54556,  -9.63878,  22.38515,  22.19295,   0.00000,   0.00000,   0.00115,   0.00043,   0.00147, 495.50850, 709.97626,   9.99853, 540.44804, 520.35928,   0.00000,   0.00000, 
