Participant,fold,uncorrelated
7,1.118105146,0.883881207
7,1.026051175,1.063839525
7,0.886039465,0.883894659
7,1.233957109,2.231731415
7,0.797960812,1.531754018
7,1.393858874,1.167701924
7,0.917849186,1.075540705
7,1.089709729,1.431535349
7,1.333664648,1.531514115
7,1.401589075,1.191463568
7,1.037709379,0.955295612
7,1.225528235,1.159359372
7,1.077458061,1.163336906
7,0.993399018,1.327360024
7,1.173415486,1.059288202
7,1.169342657,1.31923001
7,0.861345884,1.403184449
7,1.377274334,0.99106118
7,0.941360524,1.474922994
7,1.377117817,1.230921498
7,1.237066376,1.410913711
7,0.984936137,1.438918758
7,0.812990383,1.07484468
7,0.98495315,1.190831094
7,1.372945376,0.970793963
7,1.200978158,1.446647485
7,0.924763971,1.458402919
7,0.928836503,1.28665604
7,1.204690992,1.034558026
7,1.288724715,1.526482501
7,1.34874569,1.234393843
7,1.336577338,1.878474031
7,1.164596316,1.122350407
7,1.104507747,1.158214871
7,1.372340257,1.386281619
7,0.984433063,1.054234551
7,1.140273596,1.346133159
7,1.056219856,0.942013436
7,0.852188376,1.058144922
7,1.496218604,1.053979141
7,1.060136084,1.177946633
8,1.396560717,1.267065563
8,1.218973989,1.470846161
8,1.250151241,1.232126523
8,1.125932495,1.340051191
8,1.18491169,1.070944408
8,1.09203163,1.475321402
8,1.274187471,1.280197255
8,1.078237361,1.140191909
8,1.146100811,1.088264832
8,1.478124362,1.468098357
8,1.218077764,1.336049368
8,1.117778849,1.356009774
8,1.409950219,1.192004671
8,1.549907386,1.259863312
8,1.2737289,0.999863928
8,1.045815459,1.219825965
8,1.0097138,1.271726722
8,1.333720756,1.403826323
8,1.369627199,1.399710168
8,1.141623245,1.379691651
8,1.305541839,1.199747382
8,1.277520185,1.435489468
8,1.201454696,1.295448325
8,1.445396957,0.931422488
8,1.017363517,1.247385862
8,0.997215443,1.027340905
8,1.369238411,1.055341676
8,0.989301954,1.355252645
8,1.01701098,1.071331302
8,1.021069627,1.051234067
8,1.169169494,1.199156512
8,1.653077435,1.131024086
8,1.401020509,1.031036225
8,1.132931999,1.026974553
8,1.024854493,0.990953106
8,1.31677307,1.242901516
8,0.960788147,1.174721554
8,1.244586964,1.106829694
8,1.216612038,1.238780135
8,1.068702438,1.55473368
8,1.288435315,1.510672661
8,1.172576071,1.226715405
8,1.464477891,1.086682567
8,1.108510507,1.282577174
8,0.936380151,1.182466709
8,0.956210303,1.474355604
8,0.984262668,1.414408027
8,0.988148483,1.034335268
8,1.272234321,1.446214878
8,1.372194673,1.346215003
8,0.976066538,1.39813115
8,1.052125847,1.170086594
8,1.231992258,1.046061791
8,1.267934675,1.274121014
8,1.071933414,1.262006786
8,1.339819653,1.449831616
8,1.447840769,1.245855862
8,0.939658686,1.217772505
8,1.119733719,1.173819774
8,1.115701666,1.47369315
8,1.175566405,1.373703136
8,1.363516248,1.385599653
8,1.399391035,1.261596653
8,1.019475629,1.505368098
8,1.439415472,1.621445722
8,1.003398683,1.401494675
8,0.423339568,1.205448868
8,1.531263437,1.37737488
8,1.44736629,1.197254297
8,1.131082965,1.401229296
8,1.295072347,1.005124142
8,1.075086452,1.417133844
8,0.959043069,1.101179427
8,1.234923802,1.305013467
8,1.134913197,1.228975196
8,1.05091646,1.128923344
8,1.390826157,1.316800906
8,0.954580674,1.424964063
8,1.366542016,1.132644684
8,1.322722049,1.136677843
8,1.030618534,1.148743312
8,0.874620083,1.24069103
8,0.92628608,0.588600204
8,1.394413156,1.320588768
8,1.470436244,1.364570606
8,1.194399835,1.032391134
8,1.022317821,1.252442232
8,1.298253535,1.32036689
8,1.598207769,1.484377286
8,1.49019818,1.14427404
8,1.461991072,1.300257279
8,1.194124662,1.088091508
8,1.430103753,1.324036218
8,1.345882353,1.376076139
8,1.141945006,1.499948233
8,1.217941205,1.183869208
8,1.429833069,1.091883536
8,1.249778798,1.351908031
8,1.525617396,1.363777848
8,1.153612041,1.287769669
9,1.440694085,1.37094007
9,1.239210739,1.472720525
9,1.326478955,1.264804283
9,1.186245493,1.388561455
9,1.237966215,1.135968798
9,1.241224441,1.603669486
9,1.366554533,1.104811058
9,1.210445616,1.124727578
9,1.134635589,1.040696119
9,1.42664727,1.452661745
9,1.078468885,1.25674972
9,1.122422221,1.468699136
9,1.430268613,1.232524295
9,1.378095446,1.24452181
9,1.078262749,1.104599405
9,0.898300608,1.204359656
9,0.926175861,1.312324333
9,1.394018512,1.460292827
9,1.469909658,1.40816626
9,1.018082904,1.452193383
9,1.334061017,1.1040509
9,1.129924191,1.508040282
9,1.245746057,1.328115882
9,1.409851682,1.08404291
9,0.97383645,1.287966817
9,1.001741712,1.155901736
9,1.309618493,1.151865912
9,1.017675548,1.37183063
9,1.013676362,1.279780912
9,1.073498599,0.98776313
9,1.421528197,1.303676648
9,1.441402688,1.139622884
9,1.44548064,1.023584893
9,0.993431525,1.043459652
9,1.141293825,1.079379342
9,1.105201353,1.31535881
9,1.005231919,1.071411363
9,1.265098118,1.203399038
9,1.037087058,1.095288292
9,1.1691705,1.47531103
9,1.356962436,1.439230375
9,1.232728646,1.203145633
9,1.380821327,1.207041444
9,1.192792158,1.306975845
9,1.12486843,1.206957296
9,1.264732379,1.418868412
9,1.172636711,1.310902937
9,1.240678263,1.162837233
9,1.348600385,1.518760071
9,1.46447712,1.394764362
9,0.91648946,1.414750765
9,1.120459121,1.082639905
9,1.332307318,1.022605266
9,1.296390522,1.322541991
9,1.156410224,1.214492835
9,1.472266866,1.418533989
9,1.468261317,1.038429088
9,1.032145872,1.162339056
9,1.284000051,1.294202151
9,1.199986188,1.538161997
9,1.220011842,1.502207009
9,1.039972642,1.578140217
9,1.275892834,1.43014175
9,0.975808915,1.522153636
9,1.499790556,1.453952295
9,1.215692776,1.305985601
9,1.235765401,1.285798401
9,1.615640894,1.409764709
9,1.707697458,1.18983498
9,1.503550869,1.489733936
9,1.555455495,1.005774073
9,1.103333293,1.481577389
9,1.02739043,1.245591805
9,1.191363152,1.377500047
9,1.24329809,1.365513944
9,1.047201186,1.249484447
9,1.547161508,1.405380089
9,0.999183953,1.473353649
9,1.474952934,1.053344197
9,1.415121736,1.409210036
9,0.979007525,1.17323806
9,0.918939438,1.073116198
9,0.954812821,1.180991227
9,1.542826891,1.225066123
9,1.378795258,1.349077932
9,0.974682378,1.144921347
9,0.994560087,1.22090096
9,1.25458333,1.296918938
9,1.3386301,1.43684732
9,1.446464852,1.328754766
9,1.434435433,1.292691442
9,1.222431096,1.184511201
9,1.330470782,1.308565689
9,1.326367819,1.26451997
9,1.098324124,1.60452233
9,1.270203653,1.240442649
9,1.106197526,1.100338751
9,1.102075343,1.400417505
9,1.55394907,1.340283454
9,1.110020003,1.280098662
10,0.946995722,1.212575184
10,1.041226229,1.114547646
10,0.809342502,1.010669358
10,0.949088887,1.158562653
10,0.992111594,1.39324183
10,0.811878758,1.293337687
10,1.049263625,1.154574018
10,1.045234899,0.990650504
10,0.84921549,1.146600483
10,0.901083838,1.142536879
10,1.185251654,1.306556904
10,1.15706181,0.998473381
10,1.089082989,1.210396023
10,0.932952548,1.030452014
10,0.800946922,0.954317763
10,0.852859012,1.29426488
10,1.256880357,0.954215424
10,0.932850306,1.038203779
10,1.344768617,1.082101815
10,1.292598467,1.382079382
10,1.30467329,1.017891884
10,1.180545257,1.174008942
10,1.112696247,0.961822157
10,1.276559931,1.125936184
10,1.24035214,1.449873313
10,1.060401245,1.061749938
10,1.312361311,1.025613936
10,0.980352023,1.125636233
10,0.960273406,0.881609229
10,0.956254952,1.077593013
10,1.016147707,1.225533805
10,1.124111273,0.917558654
10,1.056003811,1.145225831
10,1.316095972,1.349294158
10,0.920028886,1.289325516
10,0.899943308,1.101267597
10,1.01584441,1.369193246
10,1.323787788,0.973146202
10,1.167818539,1.328887167
10,0.963726123,0.973042294
10,0.983733974,1.377019582
10,1.275654482,0.95695276
10,1.071642336,1.177010105
10,0.85949276,1.340885094
10,1.223573453,1.120825524
10,1.227462135,1.27658897
10,0.96755327,0.976721457
10,1.291313031,1.132691046
10,0.951281981,1.104643549
10,1.083296557,1.220686285
10,0.903229341,1.376491586
10,1.019170239,1.284490534
10,0.846963577,1.376422609
10,1.251100495,1.260435019
10,1.182979428,1.008302749
10,1.330867469,1.340285163
10,0.910812312,0.976146118
10,1.074855808,1.076131903
10,0.846845883,0.920154343
10,0.858865652,1.412180172
10,1.102724391,1.03190461
10,1.010704854,1.123974824
10,1.038503267,1.231826466
10,1.202576872,1.091927178
10,1.102454409,0.927854737
10,0.890520923,1.00385289
10,1.262305996,1.423711316
10,0.906354885,1.435723913
10,1.286301102,1.367715681
10,1.274207801,1.051565908
10,0.942283579,1.167563795
10,1.290169093,0.995613285
10,0.87002227,1.039521115
10,1.09003484,1.259506148
10,0.853884162,1.095430304
10,1.241915194,1.035407104
10,0.95777835,1.479351889
10,0.929918381,1.563240541
10,1.141651093,1.367134508
10,0.833722064,1.419178017
10,1.309600221,1.39908316
10,0.825684818,1.28298481
10,1.213752248,1.423016213
10,1.337679094,0.954769209
10,1.06149273,1.366959075
10,1.089512803,0.986787043
10,1.237438072,1.046746579
10,1.377405809,1.306686214
10,1.101306906,1.406643642
10,1.065290541,1.482621091
10,0.933235708,1.118677402
10,0.801192632,1.026554535
10,1.045070379,0.95040319
10,0.913063493,1.130399897
10,0.933178533,1.446209788
10,0.833046383,1.042380809
