trial , dir , samp , waittime , time , frame , xB , yB , zB , distB_t1, distB_t2 , hitB_t1 , hitB_t2 , XA , YA , ZA , XAsc , YAsc , ZAsc , distA_t1, distA_t2 , hitA_t1 , hitA_t2
  1.00000,   1.00000,   9.00000,   1.00000,   0.01634, 1294.00000,  -0.30287,   3.67699, -10.96364,  22.22237,  22.46769,   0.00000,   0.00000,   0.00064,   0.00001,  -0.00018, 504.85301, 702.97008,  10.00018, 524.90557, 510.32368,   0.00000,   0.00000, 
  1.00000,   1.00000,   9.00000,   1.00000,   0.03315, 1302.00000,  -0.30081,   3.67679, -10.96229,  22.22241,  22.46679,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   1.00000,   9.00000,   1.00000,   0.05978, 1308.00000,  -0.29950,   3.67644, -10.96081,  22.22238,  22.46615,   0.00000,   0.00000,   0.00160,  -0.00012,   0.00023, 504.82103, 702.97366,   9.99977, 524.92218, 510.31713,   0.00000,   0.00000, 
  1.00000,   1.00000,   9.00000,   1.00000,   0.07720, 1312.00000,  -0.29909,   3.67630, -10.95983,  22.22217,  22.46575,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   1.00000,   9.00000,   1.00000,   0.07889, 1313.00000,  -0.29900,   3.67616, -10.95967,  22.22224,  22.46578,   0.00000,   0.00000,   0.00321,  -0.00029,  -0.00004, 504.76710, 702.97814,  10.00004, 524.94877, 510.30460,   0.00000,   0.00000, 
  1.00000,   1.00000,   9.00000,   1.00000,   0.08306, 1314.00000,  -0.29894,   3.67621, -10.95942,  22.22210,  22.46562,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   1.00000,   9.00000,   1.00000,   0.08726, 1315.00000,  -0.29902,   3.67618, -10.95924,  22.22203,  22.46558,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   1.00000,   9.00000,   1.00000,   0.09141, 1316.00000,  -0.29883,   3.67628, -10.95905,  22.22191,  22.46537,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   1.00000,   9.00000,   1.00000,   0.09557, 1317.00000,  -0.29885,   3.67624, -10.95896,  22.22189,  22.46536,   0.00000,   0.00000,   0.00481,  -0.00082,  -0.00078, 504.71382, 702.99190,  10.00078, 524.98352, 510.30110,   0.00000,   0.00000, 
  1.00000,   1.00000,   9.00000,   1.00000,   0.09979, 1318.00000,  -0.29869,   3.67612, -10.95894,  22.22203,  22.46543,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
