trial , dir , samp , waittime , time , frame , xB , yB , zB , distB_t1, distB_t2 , hitB_t1 , hitB_t2 , XA , YA , ZA , XAsc , YAsc , ZAsc , distA_t1, distA_t2 , hitA_t1 , hitA_t2
  1.00000,   1.00000,   2.00000,   1.00000,   0.01610, 1149.00000,   0.70326,   3.92410,  -9.74061,  22.16263,  22.04489,   0.00000,   0.00000,  -0.00218,  -0.00130,   0.00223, 495.25985, 707.01080,   9.99777, 539.17046, 524.09504,   0.00000,   0.00000, 
  1.00000,   1.00000,   2.00000,   1.00000,   0.03272, 1156.00000,   0.70284,   3.92451,  -9.74108,  22.16233,  22.04479,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   1.00000,   2.00000,   1.00000,   0.05946, 1163.00000,   0.70223,   3.92467,  -9.74148,  22.16217,  22.04493,   0.00000,   0.00000,  -0.00424,  -0.00244,   0.00394, 495.33103, 707.04159,   9.99606, 539.16909, 524.14717,   0.00000,   0.00000, 
  1.00000,   1.00000,   2.00000,   1.00000,   0.07692, 1167.00000,   0.70215,   3.92458,  -9.74171,  22.16233,  22.04512,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   1.00000,   2.00000,   1.00000,   0.07978, 1168.00000,   0.70210,   3.92460,  -9.74179,  22.16232,  22.04514,   0.00000,   0.00000,  -0.00632,  -0.00414,   0.00539, 495.40277, 707.08715,   9.99461, 539.18097, 524.21347,   0.00000,   0.00000, 
  1.00000,   1.00000,   2.00000,   1.00000,   0.08389, 1169.00000,   0.70207,   3.92467,  -9.74180,  22.16225,  22.04508,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   1.00000,   2.00000,   1.00000,   0.08818, 1170.00000,   0.70219,   3.92473,  -9.74181,  22.16224,  22.04501,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   1.00000,   2.00000,   1.00000,   0.09229, 1171.00000,   0.70207,   3.92471,  -9.74187,  22.16225,  22.04508,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   1.00000,   2.00000,   1.00000,   0.09639, 1172.00000,   0.70199,   3.92477,  -9.74190,  22.16218,  22.04505,   0.00000,   0.00000,  -0.00761,  -0.00450,   0.00564, 495.44718, 707.09691,   9.99436, 539.17152, 524.23706,   0.00000,   0.00000, 
  1.00000,   1.00000,   2.00000,   1.00000,   0.10069, 1173.00000,   0.70192,   3.92473,  -9.74195,  22.16221,  22.04512,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   1.00000,   2.00000,   1.00000,   0.10475, 1174.00000,   0.70190,   3.92470,  -9.74201,  22.16226,  22.04517,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   1.00000,   2.00000,   1.00000,   0.10886, 1175.00000,   0.70177,   3.92469,  -9.74208,  22.16226,  22.04523,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   1.00000,   2.00000,   1.00000,   0.11312, 1176.00000,   0.70175,   3.92472,  -9.74214,  22.16225,  22.04524,   0.00000,   0.00000,  -0.00735,  -0.00528,   0.00487, 495.43850, 707.11770,   9.99513, 539.19405, 524.25393,   0.00000,   0.00000, 
  1.00000,   1.00000,   2.00000,   1.00000,   0.11733, 1177.00000,   0.70163,   3.92469,  -9.74223,  22.16228,  22.04532,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   1.00000,   2.00000,   1.00000,   0.12153, 1178.00000,   0.70146,   3.92475,  -9.74234,  22.16222,  22.04534,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   1.00000,   2.00000,   1.00000,   0.12567, 1179.00000,   0.70138,   3.92473,  -9.74252,  22.16229,  22.04545,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   1.00000,   2.00000,   1.00000,   0.12977, 1180.00000,   0.70119,   3.92472,  -9.74269,  22.16231,  22.04557,   0.00000,   0.00000,  -0.00649,  -0.00594,   0.00370, 495.40874, 707.13561,   9.99630, 539.22264, 524.26126,   0.00000,   0.00000, 
  1.00000,   1.00000,   2.00000,   1.00000,   0.13393, 1181.00000,   0.70121,   3.92482,  -9.74280,  22.16227,  22.04552,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   1.00000,   2.00000,   1.00000,   0.13814, 1182.00000,   0.70103,   3.92484,  -9.74295,  22.16226,  22.04559,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   1.00000,   2.00000,   1.00000,   0.14231, 1183.00000,   0.70098,   3.92478,  -9.74313,  22.16237,  22.04573,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   1.00000,   2.00000,   1.00000,   0.14639, 1184.00000,   0.70086,   3.92487,  -9.74322,  22.16229,  22.04570,   0.00000,   0.00000,  -0.00653,  -0.00659,   0.00263, 495.40995, 707.15305,   9.99737, 539.23803, 524.27815,   0.00000,   0.00000, 
