trial , dir , samp , waittime , time , frame , xB , yB , zB , distB_t1, distB_t2 , hitB_t1 , hitB_t2 , XA , YA , ZA , XAsc , YAsc , ZAsc , distA_t1, distA_t2 , hitA_t1 , hitA_t2
  1.00000,   2.00000,  10.00000,   1.00000,   0.01626, 1136.00000,   0.49974,   3.97840, -10.42701,  22.32974,  22.31256,   0.00000,   0.00000,   0.00121,  -0.00505,  -0.00046, 495.14291, 707.11156,  10.00046, 539.31053, 524.15266,   0.00000,   0.00000, 
  1.00000,   2.00000,  10.00000,   1.00000,   0.03293, 1144.00000,   0.50010,   3.97807, -10.42661,  22.32995,  22.31260,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,  10.00000,   1.00000,   0.05935, 1150.00000,   0.50089,   3.97781, -10.42677,  22.33046,  22.31273,   0.00000,   0.00000,   0.00139,  -0.00703,  -0.00066, 495.13657, 707.16492,  10.00066, 539.36174, 524.20111,   0.00000,   0.00000, 
  1.00000,   2.00000,  10.00000,   1.00000,   0.07679, 1155.00000,   0.50133,   3.97780, -10.42691,  22.33063,  22.31270,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,  10.00000,   1.00000,   0.08086, 1156.00000,   0.50122,   3.97785, -10.42695,  22.33058,  22.31270,   0.00000,   0.00000,   0.00249,  -0.00934,  -0.00109, 495.09859, 707.22702,  10.00109, 539.43398, 524.24764,   0.00000,   0.00000, 
  1.00000,   2.00000,  10.00000,   1.00000,   0.08498, 1157.00000,   0.50131,   3.97781, -10.42703,  22.33066,  22.31274,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,  10.00000,   1.00000,   0.08910, 1158.00000,   0.50127,   3.97775, -10.42711,  22.33074,  22.31284,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,  10.00000,   1.00000,   0.09327, 1159.00000,   0.50117,   3.97774, -10.42722,  22.33077,  22.31292,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,  10.00000,   1.00000,   0.09749, 1160.00000,   0.50113,   3.97774, -10.42731,  22.33079,  22.31296,   0.00000,   0.00000,   0.00350,  -0.01061,  -0.00169, 495.06395, 707.26117,  10.00169, 539.47940, 524.26879,   0.00000,   0.00000, 
  1.00000,   2.00000,  10.00000,   1.00000,   0.10154, 1161.00000,   0.50109,   3.97777, -10.42738,  22.33078,  22.31297,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,  10.00000,   1.00000,   0.10581, 1162.00000,   0.50108,   3.97781, -10.42750,  22.33079,  22.31299,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,  10.00000,   1.00000,   0.10994, 1163.00000,   0.50107,   3.97780, -10.42771,  22.33089,  22.31309,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,  10.00000,   1.00000,   0.11415, 1164.00000,   0.50099,   3.97779, -10.42791,  22.33096,  22.31319,   0.00000,   0.00000,   0.00418,  -0.01143,  -0.00206, 495.04046, 707.28297,  10.00206, 539.50896, 524.28186,   0.00000,   0.00000, 
  1.00000,   2.00000,  10.00000,   1.00000,   0.11831, 1165.00000,   0.50122,   3.97774, -10.42806,  22.33113,  22.31325,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,  10.00000,   1.00000,   0.12239, 1166.00000,   0.50124,   3.97772, -10.42826,  22.33123,  22.31335,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,  10.00000,   1.00000,   0.12651, 1167.00000,   0.50128,   3.97777, -10.42844,  22.33126,  22.31336,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,  10.00000,   1.00000,   0.13083, 1168.00000,   0.50141,   3.97772, -10.42863,  22.33142,  22.31346,   0.00000,   0.00000,   0.00555,  -0.01222,  -0.00198, 494.99317, 707.30420,  10.00198, 539.54784, 524.28671,   0.00000,   0.00000, 
  1.00000,   2.00000,  10.00000,   1.00000,   0.13490, 1169.00000,   0.50155,   3.97772, -10.42883,  22.33154,  22.31351,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,  10.00000,   1.00000,   0.13905, 1170.00000,   0.50158,   3.97767, -10.42900,  22.33166,  22.31362,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,  10.00000,   1.00000,   0.14335, 1171.00000,   0.50176,   3.97774, -10.42913,  22.33170,  22.31357,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,  10.00000,   1.00000,   0.14744, 1172.00000,   0.50175,   3.97781, -10.42925,  22.33168,  22.31356,   0.00000,   0.00000,   0.00666,  -0.01252,  -0.00197, 494.95491, 707.31236,  10.00197, 539.57108, 524.28210,   0.00000,   0.00000, 
  1.00000,   2.00000,  10.00000,   1.00000,   0.15159, 1173.00000,   0.50188,   3.97778, -10.42938,  22.33179,  22.31361,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,  10.00000,   1.00000,   0.15578, 1174.00000,   0.50213,   3.97783, -10.42949,  22.33185,  22.31356,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,  10.00000,   1.00000,   0.15996, 1175.00000,   0.50225,   3.97778, -10.42965,  22.33200,  22.31365,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,  10.00000,   1.00000,   0.16405, 1176.00000,   0.50239,   3.97784, -10.42972,  22.33201,  22.31359,   0.00000,   0.00000,   0.00732,  -0.01209,  -0.00233, 494.93204, 707.30071,  10.00233, 539.56993, 524.26370,   0.00000,   0.00000, 
  1.00000,   2.00000,  10.00000,   1.00000,   0.16828, 1177.00000,   0.50260,   3.97771, -10.42981,  22.33221,  22.31369,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,  10.00000,   1.00000,   0.17245, 1178.00000,   0.50262,   3.97783, -10.42983,  22.33212,  22.31360,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,  10.00000,   1.00000,   0.17653, 1179.00000,   0.50285,   3.97783, -10.42985,  22.33219,  22.31355,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,  10.00000,   1.00000,   0.18083, 1180.00000,   0.50293,   3.97799, -10.42979,  22.33204,  22.31337,   0.00000,   0.00000,   0.00717,  -0.01201,  -0.00205, 494.93706, 707.29879,  10.00205, 539.56610, 524.26350,   0.00000,   0.00000, 
  1.00000,   2.00000,  10.00000,   1.00000,   0.18489, 1181.00000,   0.50306,   3.97779, -10.42981,  22.33226,  22.31353,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,  10.00000,   1.00000,   0.18908, 1182.00000,   0.50319,   3.97784, -10.42972,  22.33222,  22.31342,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,  10.00000,   1.00000,   0.19328, 1183.00000,   0.50316,   3.97781, -10.42968,  22.33222,  22.31343,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,  10.00000,   1.00000,   0.19742, 1184.00000,   0.50315,   3.97781, -10.42962,  22.33219,  22.31341,   0.00000,   0.00000,   0.00691,  -0.01245,  -0.00184, 494.94610, 707.31058,  10.00184, 539.57310, 524.27758,   0.00000,   0.00000, 
  1.00000,   2.00000,  10.00000,   1.00000,   0.20155, 1185.00000,   0.50327,   3.97784, -10.42959,  22.33219,  22.31335,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,  10.00000,   1.00000,   0.20583, 1186.00000,   0.50329,   3.97787, -10.42956,  22.33214,  22.31330,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,  10.00000,   1.00000,   0.20992, 1187.00000,   0.50348,   3.97779, -10.42963,  22.33230,  22.31336,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,  10.00000,   1.00000,   0.21406, 1188.00000,   0.50353,   3.97778, -10.42975,  22.33236,  22.31341,   0.00000,   0.00000,   0.00706,  -0.01302,  -0.00179, 494.94105, 707.32570,  10.00179, 539.58895, 524.29026,   0.00000,   0.00000, 
  1.00000,   2.00000,  10.00000,   1.00000,   0.21833, 1189.00000,   0.50370,   3.97788, -10.42992,  22.33239,  22.31335,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,  10.00000,   1.00000,   0.22239, 1190.00000,   0.50369,   3.97794, -10.43012,  22.33242,  22.31339,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
  1.00000,   2.00000,  10.00000,   1.00000,   0.22658, 1191.00000,   0.50365,   3.97788, -10.43030,  22.33253,  22.31352,   0.00000,   0.00000,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN,       NaN, 
